<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010103,125200,0.9535,0.9536,0.9534,0.9534,4
EURUSD,20010103,125300,0.9534,0.9536,0.9534,0.9534,4
EURUSD,20010103,125400,0.9535,0.9535,0.9534,0.9535,4
EURUSD,20010103,125500,0.9535,0.9536,0.9535,0.9535,4
EURUSD,20010103,125600,0.9536,0.9537,0.9535,0.9535,4
EURUSD,20010103,125700,0.9535,0.9535,0.9534,0.9534,4
EURUSD,20010103,125800,0.9535,0.9535,0.9531,0.9532,4
EURUSD,20010103,125900,0.9533,0.9533,0.9527,0.9527,4
EURUSD,20010103,130000,0.9528,0.9528,0.9523,0.9523,4
EURUSD,20010103,130100,0.9524,0.9526,0.9524,0.9525,4
EURUSD,20010103,130200,0.9526,0.9526,0.9526,0.9526,4
EURUSD,20010103,130300,0.9526,0.9527,0.9526,0.9527,4
EURUSD,20010103,130400,0.9527,0.9528,0.9525,0.9527,4
EURUSD,20010103,130500,0.9527,0.9528,0.9527,0.9527,4
EURUSD,20010103,130600,0.9528,0.9528,0.9524,0.9524,4
EURUSD,20010103,130700,0.9523,0.9525,0.9522,0.9525,4
EURUSD,20010103,130800,0.9526,0.9527,0.9526,0.9526,4
EURUSD,20010103,130900,0.9525,0.9527,0.9525,0.9527,4
EURUSD,20010103,131000,0.9528,0.9532,0.9527,0.9529,4
EURUSD,20010103,131100,0.9528,0.9529,0.9528,0.9528,4
EURUSD,20010103,131200,0.9529,0.9532,0.9528,0.9532,4
EURUSD,20010103,131300,0.9532,0.9532,0.9530,0.9530,4
EURUSD,20010103,131400,0.9529,0.9530,0.9529,0.9530,4
EURUSD,20010103,131500,0.9529,0.9529,0.9527,0.9527,4
EURUSD,20010103,131600,0.9527,0.9528,0.9527,0.9527,4
EURUSD,20010103,131700,0.9527,0.9528,0.9525,0.9528,4
EURUSD,20010103,131800,0.9527,0.9531,0.9527,0.9531,4
EURUSD,20010103,131900,0.9531,0.9531,0.9530,0.9531,4
EURUSD,20010103,132000,0.9531,0.9531,0.9529,0.9531,4
EURUSD,20010103,132100,0.9531,0.9531,0.9531,0.9531,4
EURUSD,20010103,132200,0.9531,0.9532,0.9530,0.9532,4
EURUSD,20010103,132300,0.9531,0.9532,0.9531,0.9532,4
EURUSD,20010103,132400,0.9531,0.9533,0.9531,0.9532,4
EURUSD,20010103,132500,0.9531,0.9532,0.9531,0.9532,4
EURUSD,20010103,132600,0.9532,0.9532,0.9531,0.9532,4
EURUSD,20010103,132700,0.9532,0.9533,0.9532,0.9533,4
EURUSD,20010103,132800,0.9532,0.9533,0.9531,0.9531,4
EURUSD,20010103,132900,0.9532,0.9532,0.9530,0.9531,4
EURUSD,20010103,133000,0.9530,0.9531,0.9527,0.9527,4
EURUSD,20010103,133100,0.9528,0.9528,0.9524,0.9525,4
EURUSD,20010103,133200,0.9525,0.9525,0.9521,0.9521,4
EURUSD,20010103,133300,0.9521,0.9522,0.9519,0.9520,4
EURUSD,20010103,133400,0.9519,0.9519,0.9515,0.9515,4
EURUSD,20010103,133500,0.9516,0.9516,0.9514,0.9516,4
EURUSD,20010103,133600,0.9515,0.9520,0.9515,0.9518,4
EURUSD,20010103,133700,0.9519,0.9520,0.9514,0.9514,4
EURUSD,20010103,133800,0.9515,0.9516,0.9513,0.9513,4
EURUSD,20010103,133900,0.9513,0.9513,0.9512,0.9513,4
EURUSD,20010103,134000,0.9513,0.9513,0.9510,0.9510,4
EURUSD,20010103,134100,0.9509,0.9510,0.9508,0.9509,4
EURUSD,20010103,134200,0.9509,0.9511,0.9509,0.9510,4
EURUSD,20010103,134300,0.9511,0.9511,0.9507,0.9508,4
EURUSD,20010103,134400,0.9507,0.9509,0.9507,0.9507,4
EURUSD,20010103,134500,0.9506,0.9507,0.9505,0.9505,4
EURUSD,20010103,134600,0.9504,0.9505,0.9504,0.9504,4
EURUSD,20010103,134700,0.9504,0.9506,0.9504,0.9506,4
EURUSD,20010103,134800,0.9505,0.9506,0.9505,0.9505,4
EURUSD,20010103,134900,0.9506,0.9506,0.9504,0.9504,4
EURUSD,20010103,135000,0.9505,0.9506,0.9504,0.9504,4
EURUSD,20010103,135100,0.9503,0.9506,0.9503,0.9506,4
EURUSD,20010103,135200,0.9506,0.9508,0.9506,0.9508,4
EURUSD,20010103,135300,0.9509,0.9511,0.9509,0.9511,4
EURUSD,20010103,135400,0.9511,0.9513,0.9511,0.9513,4
EURUSD,20010103,135500,0.9513,0.9513,0.9509,0.9510,4
EURUSD,20010103,135600,0.9510,0.9510,0.9509,0.9510,4
EURUSD,20010103,135700,0.9509,0.9513,0.9509,0.9513,4
EURUSD,20010103,135800,0.9513,0.9514,0.9513,0.9514,4
EURUSD,20010103,135900,0.9514,0.9514,0.9513,0.9513,4
EURUSD,20010103,140000,0.9513,0.9516,0.9513,0.9515,4
EURUSD,20010103,140100,0.9514,0.9516,0.9514,0.9516,4
EURUSD,20010103,140200,0.9516,0.9517,0.9516,0.9517,4
EURUSD,20010103,140300,0.9517,0.9518,0.9517,0.9518,4
EURUSD,20010103,140400,0.9517,0.9519,0.9517,0.9518,4
EURUSD,20010103,140500,0.9517,0.9518,0.9513,0.9513,4
EURUSD,20010103,140600,0.9513,0.9515,0.9512,0.9515,4
EURUSD,20010103,140700,0.9516,0.9516,0.9514,0.9515,4
EURUSD,20010103,140800,0.9516,0.9517,0.9515,0.9516,4
EURUSD,20010103,140900,0.9516,0.9517,0.9515,0.9517,4
EURUSD,20010103,141000,0.9517,0.9517,0.9514,0.9514,4
EURUSD,20010103,141100,0.9514,0.9516,0.9514,0.9516,4
EURUSD,20010103,141200,0.9515,0.9520,0.9514,0.9519,4
EURUSD,20010103,141300,0.9518,0.9519,0.9516,0.9516,4
EURUSD,20010103,141400,0.9515,0.9516,0.9513,0.9513,4
EURUSD,20010103,141500,0.9513,0.9515,0.9512,0.9512,4
EURUSD,20010103,141600,0.9511,0.9511,0.9507,0.9508,4
EURUSD,20010103,141700,0.9509,0.9509,0.9506,0.9509,4
EURUSD,20010103,141800,0.9508,0.9509,0.9506,0.9507,4
EURUSD,20010103,141900,0.9507,0.9509,0.9505,0.9506,4
EURUSD,20010103,142000,0.9507,0.9508,0.9504,0.9504,4
EURUSD,20010103,142100,0.9504,0.9504,0.9502,0.9504,4
EURUSD,20010103,142200,0.9504,0.9504,0.9501,0.9503,4
EURUSD,20010103,142300,0.9502,0.9502,0.9499,0.9499,4
EURUSD,20010103,142400,0.9500,0.9503,0.9499,0.9503,4
EURUSD,20010103,142500,0.9503,0.9504,0.9502,0.9503,4
EURUSD,20010103,142600,0.9503,0.9506,0.9503,0.9505,4
EURUSD,20010103,142700,0.9506,0.9506,0.9504,0.9506,4
EURUSD,20010103,142800,0.9507,0.9507,0.9503,0.9503,4
EURUSD,20010103,142900,0.9503,0.9504,0.9503,0.9504,4
EURUSD,20010103,143000,0.9504,0.9505,0.9503,0.9505,4
EURUSD,20010103,143100,0.9504,0.9504,0.9503,0.9503,4
EURUSD,20010103,143200,0.9502,0.9503,0.9501,0.9502,4
EURUSD,20010103,143300,0.9502,0.9502,0.9499,0.9499,4
EURUSD,20010103,143400,0.9500,0.9500,0.9500,0.9500,4
EURUSD,20010103,143500,0.9500,0.9500,0.9496,0.9497,4
EURUSD,20010103,143600,0.9498,0.9498,0.9496,0.9498,4
EURUSD,20010103,143700,0.9497,0.9497,0.9495,0.9496,4
EURUSD,20010103,143800,0.9495,0.9496,0.9493,0.9493,4
EURUSD,20010103,143900,0.9492,0.9492,0.9491,0.9492,4
EURUSD,20010103,144000,0.9491,0.9491,0.9487,0.9487,4
EURUSD,20010103,144100,0.9488,0.9488,0.9483,0.9484,4
EURUSD,20010103,144200,0.9483,0.9485,0.9483,0.9484,4
EURUSD,20010103,144300,0.9485,0.9488,0.9484,0.9484,4
EURUSD,20010103,144400,0.9484,0.9484,0.9480,0.9480,4
EURUSD,20010103,144500,0.9480,0.9482,0.9476,0.9478,4
EURUSD,20010103,144600,0.9479,0.9479,0.9475,0.9477,4
EURUSD,20010103,144700,0.9477,0.9479,0.9476,0.9478,4
EURUSD,20010103,144800,0.9478,0.9478,0.9477,0.9477,4
EURUSD,20010103,144900,0.9476,0.9477,0.9476,0.9477,4
EURUSD,20010103,145000,0.9478,0.9479,0.9477,0.9478,4
EURUSD,20010103,145100,0.9479,0.9482,0.9479,0.9481,4
EURUSD,20010103,145200,0.9482,0.9482,0.9479,0.9479,4
EURUSD,20010103,145300,0.9480,0.9481,0.9479,0.9479,4
EURUSD,20010103,145400,0.9479,0.9479,0.9478,0.9478,4
EURUSD,20010103,145500,0.9478,0.9481,0.9478,0.9481,4
EURUSD,20010103,145600,0.9482,0.9483,0.9481,0.9483,4
EURUSD,20010103,145700,0.9483,0.9487,0.9483,0.9486,4
EURUSD,20010103,145800,0.9486,0.9489,0.9486,0.9489,4
EURUSD,20010103,145900,0.9490,0.9491,0.9489,0.9491,4
EURUSD,20010103,150000,0.9491,0.9492,0.9487,0.9487,4
EURUSD,20010103,150100,0.9488,0.9489,0.9488,0.9488,4
EURUSD,20010103,150200,0.9488,0.9488,0.9485,0.9485,4
EURUSD,20010103,150300,0.9484,0.9485,0.9483,0.9483,4
EURUSD,20010103,150400,0.9484,0.9484,0.9484,0.9484,4
EURUSD,20010103,150500,0.9485,0.9492,0.9485,0.9492,4
EURUSD,20010103,150600,0.9491,0.9492,0.9489,0.9489,4
EURUSD,20010103,150700,0.9490,0.9491,0.9490,0.9491,4
EURUSD,20010103,150800,0.9492,0.9498,0.9492,0.9497,4
EURUSD,20010103,150900,0.9496,0.9496,0.9492,0.9492,4
EURUSD,20010103,151000,0.9493,0.9493,0.9491,0.9491,4
EURUSD,20010103,151100,0.9490,0.9490,0.9485,0.9485,4
EURUSD,20010103,151200,0.9484,0.9485,0.9483,0.9483,4
EURUSD,20010103,151300,0.9483,0.9483,0.9480,0.9480,4
EURUSD,20010103,151400,0.9479,0.9480,0.9477,0.9477,4
EURUSD,20010103,151500,0.9478,0.9478,0.9478,0.9478,4
EURUSD,20010103,151600,0.9479,0.9479,0.9477,0.9477,4
EURUSD,20010103,151700,0.9477,0.9481,0.9477,0.9481,4
EURUSD,20010103,151800,0.9482,0.9482,0.9481,0.9481,4
EURUSD,20010103,151900,0.9482,0.9482,0.9477,0.9478,4
EURUSD,20010103,152000,0.9479,0.9481,0.9479,0.9481,4
EURUSD,20010103,152100,0.9481,0.9481,0.9480,0.9481,4
EURUSD,20010103,152200,0.9482,0.9484,0.9481,0.9484,4
EURUSD,20010103,152300,0.9483,0.9484,0.9482,0.9483,4
EURUSD,20010103,152400,0.9484,0.9484,0.9482,0.9482,4
EURUSD,20010103,152500,0.9482,0.9483,0.9482,0.9483,4
EURUSD,20010103,152600,0.9484,0.9484,0.9484,0.9484,4
EURUSD,20010103,152700,0.9484,0.9485,0.9483,0.9483,4
EURUSD,20010103,152800,0.9482,0.9482,0.9478,0.9482,4
EURUSD,20010103,152900,0.9481,0.9481,0.9481,0.9481,4
EURUSD,20010103,153000,0.9481,0.9481,0.9479,0.9480,4
EURUSD,20010103,153100,0.9479,0.9481,0.9479,0.9480,4
EURUSD,20010103,153200,0.9481,0.9482,0.9478,0.9478,4
EURUSD,20010103,153300,0.9479,0.9479,0.9477,0.9477,4
EURUSD,20010103,153400,0.9477,0.9477,0.9475,0.9475,4
EURUSD,20010103,153500,0.9476,0.9477,0.9476,0.9476,4
EURUSD,20010103,153600,0.9478,0.9478,0.9476,0.9476,4
EURUSD,20010103,153700,0.9475,0.9476,0.9472,0.9472,4
EURUSD,20010103,153800,0.9471,0.9473,0.9470,0.9470,4
EURUSD,20010103,153900,0.9469,0.9470,0.9468,0.9469,4
EURUSD,20010103,154000,0.9468,0.9470,0.9465,0.9465,4
EURUSD,20010103,154100,0.9463,0.9464,0.9460,0.9460,4
EURUSD,20010103,154200,0.9461,0.9461,0.9456,0.9456,4
EURUSD,20010103,154300,0.9455,0.9455,0.9454,0.9455,4
EURUSD,20010103,154400,0.9455,0.9459,0.9455,0.9459,4
EURUSD,20010103,154500,0.9458,0.9458,0.9447,0.9449,4
EURUSD,20010103,154600,0.9448,0.9448,0.9444,0.9445,4
EURUSD,20010103,154700,0.9446,0.9448,0.9445,0.9448,4
EURUSD,20010103,154800,0.9447,0.9451,0.9447,0.9450,4
EURUSD,20010103,154900,0.9449,0.9454,0.9449,0.9454,4
EURUSD,20010103,155000,0.9453,0.9455,0.9453,0.9455,4
EURUSD,20010103,155100,0.9455,0.9455,0.9452,0.9452,4
EURUSD,20010103,155200,0.9452,0.9453,0.9451,0.9453,4
EURUSD,20010103,155300,0.9454,0.9456,0.9454,0.9456,4
EURUSD,20010103,155400,0.9457,0.9459,0.9457,0.9459,4
EURUSD,20010103,155500,0.9459,0.9459,0.9458,0.9458,4
EURUSD,20010103,155600,0.9459,0.9459,0.9459,0.9459,4
EURUSD,20010103,155700,0.9459,0.9459,0.9458,0.9459,4
EURUSD,20010103,155800,0.9459,0.9459,0.9458,0.9458,4
EURUSD,20010103,155900,0.9458,0.9462,0.9458,0.9462,4
EURUSD,20010103,160000,0.9460,0.9460,0.9459,0.9460,4
EURUSD,20010103,160100,0.9459,0.9459,0.9457,0.9457,4
EURUSD,20010103,160200,0.9457,0.9457,0.9455,0.9457,4
EURUSD,20010103,160300,0.9456,0.9456,0.9454,0.9454,4
EURUSD,20010103,160400,0.9454,0.9454,0.9450,0.9450,4
EURUSD,20010103,160500,0.9451,0.9455,0.9451,0.9454,4
EURUSD,20010103,160600,0.9453,0.9453,0.9452,0.9452,4
EURUSD,20010103,160700,0.9452,0.9453,0.9452,0.9453,4
EURUSD,20010103,160800,0.9455,0.9460,0.9455,0.9460,4
EURUSD,20010103,160900,0.9461,0.9463,0.9460,0.9462,4
EURUSD,20010103,161000,0.9461,0.9461,0.9460,0.9461,4
EURUSD,20010103,161100,0.9462,0.9463,0.9462,0.9463,4
EURUSD,20010103,161200,0.9463,0.9464,0.9463,0.9464,4
EURUSD,20010103,161300,0.9464,0.9464,0.9463,0.9463,4
EURUSD,20010103,161400,0.9463,0.9464,0.9463,0.9463,4
EURUSD,20010103,161500,0.9463,0.9468,0.9463,0.9467,4
EURUSD,20010103,161600,0.9468,0.9470,0.9468,0.9468,4
EURUSD,20010103,161700,0.9467,0.9468,0.9466,0.9467,4
EURUSD,20010103,161800,0.9467,0.9468,0.9467,0.9467,4
EURUSD,20010103,161900,0.9466,0.9467,0.9465,0.9467,4
EURUSD,20010103,162000,0.9467,0.9467,0.9466,0.9467,4
EURUSD,20010103,162100,0.9466,0.9466,0.9466,0.9466,4
EURUSD,20010103,162200,0.9465,0.9465,0.9464,0.9464,4
EURUSD,20010103,162300,0.9465,0.9467,0.9464,0.9467,4
EURUSD,20010103,162400,0.9468,0.9472,0.9468,0.9471,4
EURUSD,20010103,162500,0.9471,0.9471,0.9470,0.9471,4
EURUSD,20010103,162600,0.9471,0.9475,0.9471,0.9473,4
EURUSD,20010103,162700,0.9472,0.9472,0.9470,0.9470,4
EURUSD,20010103,162800,0.9470,0.9470,0.9467,0.9467,4
EURUSD,20010103,162900,0.9466,0.9468,0.9466,0.9466,4
EURUSD,20010103,163000,0.9467,0.9469,0.9467,0.9469,4
EURUSD,20010103,163100,0.9469,0.9470,0.9468,0.9469,4
EURUSD,20010103,163200,0.9469,0.9470,0.9468,0.9468,4
EURUSD,20010103,163300,0.9468,0.9468,0.9467,0.9467,4
EURUSD,20010103,163400,0.9468,0.9468,0.9467,0.9467,4
EURUSD,20010103,163500,0.9467,0.9469,0.9467,0.9469,4
EURUSD,20010103,163600,0.9469,0.9470,0.9469,0.9469,4
EURUSD,20010103,163700,0.9468,0.9472,0.9468,0.9472,4
EURUSD,20010103,163800,0.9473,0.9476,0.9472,0.9476,4
EURUSD,20010103,163900,0.9475,0.9476,0.9474,0.9474,4
EURUSD,20010103,164000,0.9474,0.9474,0.9472,0.9472,4
EURUSD,20010103,164100,0.9473,0.9476,0.9473,0.9476,4
EURUSD,20010103,164200,0.9475,0.9476,0.9474,0.9475,4
EURUSD,20010103,164300,0.9476,0.9476,0.9476,0.9476,4
EURUSD,20010103,164400,0.9476,0.9477,0.9476,0.9476,4
EURUSD,20010103,164500,0.9475,0.9475,0.9475,0.9475,4
EURUSD,20010103,164600,0.9475,0.9476,0.9473,0.9473,4
EURUSD,20010103,164700,0.9473,0.9473,0.9472,0.9473,4
EURUSD,20010103,164800,0.9472,0.9473,0.9471,0.9471,4
EURUSD,20010103,164900,0.9470,0.9471,0.9470,0.9470,4
EURUSD,20010103,165000,0.9470,0.9473,0.9470,0.9473,4
EURUSD,20010103,165100,0.9474,0.9476,0.9474,0.9475,4
EURUSD,20010103,165200,0.9475,0.9475,0.9473,0.9473,4
EURUSD,20010103,165300,0.9473,0.9473,0.9473,0.9473,4
EURUSD,20010103,165400,0.9473,0.9473,0.9471,0.9472,4
EURUSD,20010103,165500,0.9473,0.9476,0.9472,0.9473,4
EURUSD,20010103,165600,0.9474,0.9476,0.9474,0.9475,4
EURUSD,20010103,165700,0.9474,0.9474,0.9472,0.9473,4
EURUSD,20010103,165800,0.9473,0.9474,0.9473,0.9474,4
EURUSD,20010103,165900,0.9473,0.9474,0.9473,0.9473,4
EURUSD,20010103,170000,0.9474,0.9474,0.9471,0.9473,4
EURUSD,20010103,170100,0.9473,0.9474,0.9473,0.9473,4
EURUSD,20010103,170200,0.9473,0.9474,0.9473,0.9474,4
EURUSD,20010103,170300,0.9474,0.9477,0.9474,0.9475,4
EURUSD,20010103,170400,0.9474,0.9476,0.9472,0.9472,4
EURUSD,20010103,170500,0.9471,0.9471,0.9470,0.9471,4
EURUSD,20010103,170600,0.9471,0.9471,0.9469,0.9470,4
EURUSD,20010103,170700,0.9471,0.9472,0.9469,0.9469,4
EURUSD,20010103,170800,0.9468,0.9472,0.9468,0.9472,4
EURUSD,20010103,170900,0.9473,0.9473,0.9471,0.9472,4
EURUSD,20010103,171000,0.9473,0.9473,0.9471,0.9471,4
EURUSD,20010103,171100,0.9471,0.9471,0.9471,0.9471,4
EURUSD,20010103,171200,0.9470,0.9470,0.9470,0.9470,4
EURUSD,20010103,171300,0.9471,0.9472,0.9470,0.9472,4
EURUSD,20010103,171400,0.9471,0.9473,0.9469,0.9469,4
EURUSD,20010103,171500,0.9470,0.9470,0.9468,0.9469,4
EURUSD,20010103,171600,0.9469,0.9469,0.9468,0.9468,4
EURUSD,20010103,171700,0.9467,0.9467,0.9466,0.9466,4
EURUSD,20010103,171800,0.9465,0.9465,0.9465,0.9465,4
EURUSD,20010103,171900,0.9466,0.9467,0.9466,0.9466,4
EURUSD,20010103,172000,0.9467,0.9467,0.9464,0.9464,4
EURUSD,20010103,172100,0.9465,0.9465,0.9464,0.9465,4
EURUSD,20010103,172200,0.9466,0.9466,0.9464,0.9466,4
EURUSD,20010103,172300,0.9466,0.9469,0.9466,0.9469,4
EURUSD,20010103,172400,0.9469,0.9470,0.9469,0.9469,4
EURUSD,20010103,172500,0.9470,0.9470,0.9470,0.9470,4
EURUSD,20010103,172600,0.9470,0.9470,0.9469,0.9469,4
EURUSD,20010103,172700,0.9469,0.9470,0.9469,0.9470,4
EURUSD,20010103,172800,0.9470,0.9470,0.9468,0.9468,4
EURUSD,20010103,172900,0.9468,0.9468,0.9468,0.9468,4
EURUSD,20010103,173000,0.9467,0.9468,0.9465,0.9468,4
EURUSD,20010103,173100,0.9468,0.9469,0.9468,0.9469,4
EURUSD,20010103,173200,0.9470,0.9470,0.9469,0.9469,4
EURUSD,20010103,173300,0.9468,0.9468,0.9465,0.9467,4
EURUSD,20010103,173400,0.9467,0.9467,0.9467,0.9467,4
EURUSD,20010103,173500,0.9468,0.9470,0.9468,0.9470,4
EURUSD,20010103,173600,0.9470,0.9470,0.9470,0.9470,4
EURUSD,20010103,173700,0.9470,0.9470,0.9470,0.9470,4
EURUSD,20010103,173800,0.9469,0.9469,0.9469,0.9469,4
EURUSD,20010103,173900,0.9469,0.9469,0.9469,0.9469,4
EURUSD,20010103,174000,0.9470,0.9470,0.9469,0.9470,4
EURUSD,20010103,174100,0.9470,0.9470,0.9468,0.9468,4
EURUSD,20010103,174200,0.9467,0.9468,0.9465,0.9465,4
EURUSD,20010103,174300,0.9464,0.9466,0.9464,0.9466,4
EURUSD,20010103,174400,0.9466,0.9466,0.9466,0.9466,4
EURUSD,20010103,174500,0.9465,0.9465,0.9465,0.9465,4
EURUSD,20010103,174600,0.9466,0.9466,0.9466,0.9466,4
EURUSD,20010103,174700,0.9465,0.9465,0.9464,0.9464,4
EURUSD,20010103,174800,0.9464,0.9466,0.9464,0.9466,4
EURUSD,20010103,174900,0.9464,0.9464,0.9463,0.9463,4
EURUSD,20010103,175000,0.9463,0.9463,0.9463,0.9463,4
EURUSD,20010103,175100,0.9463,0.9464,0.9463,0.9463,4
EURUSD,20010103,175200,0.9463,0.9463,0.9460,0.9460,4
EURUSD,20010103,175300,0.9460,0.9460,0.9460,0.9460,4
EURUSD,20010103,175400,0.9460,0.9460,0.9459,0.9459,4
EURUSD,20010103,175500,0.9458,0.9458,0.9456,0.9456,4
EURUSD,20010103,175600,0.9456,0.9456,0.9453,0.9453,4
EURUSD,20010103,175700,0.9453,0.9453,0.9451,0.9451,4
EURUSD,20010103,175800,0.9451,0.9451,0.9447,0.9447,4
EURUSD,20010103,175900,0.9447,0.9449,0.9446,0.9449,4
EURUSD,20010103,180000,0.9451,0.9451,0.9451,0.9451,4
EURUSD,20010103,180100,0.9450,0.9453,0.9450,0.9451,4
EURUSD,20010103,180200,0.9451,0.9451,0.9447,0.9447,4
EURUSD,20010103,180300,0.9447,0.9447,0.9446,0.9446,4
EURUSD,20010103,180400,0.9445,0.9445,0.9445,0.9445,4
EURUSD,20010103,180500,0.9445,0.9445,0.9442,0.9442,4
EURUSD,20010103,180600,0.9441,0.9441,0.9441,0.9441,4
EURUSD,20010103,180700,0.9441,0.9442,0.9441,0.9442,4
EURUSD,20010103,180800,0.9443,0.9445,0.9443,0.9445,4
EURUSD,20010103,180900,0.9445,0.9445,0.9441,0.9441,4
EURUSD,20010103,181000,0.9441,0.9442,0.9441,0.9441,4
EURUSD,20010103,181100,0.9441,0.9441,0.9439,0.9439,4
EURUSD,20010103,181200,0.9438,0.9439,0.9435,0.9435,4
EURUSD,20010103,181300,0.9435,0.9435,0.9434,0.9435,4
EURUSD,20010103,181400,0.9435,0.9437,0.9435,0.9437,4
EURUSD,20010103,181500,0.9437,0.9439,0.9437,0.9439,4
EURUSD,20010103,181600,0.9439,0.9440,0.9438,0.9438,4
EURUSD,20010103,181700,0.9438,0.9439,0.9437,0.9437,4
EURUSD,20010103,181800,0.9439,0.9448,0.9437,0.9437,4
EURUSD,20010103,181900,0.9439,0.9457,0.9439,0.9457,4
EURUSD,20010103,182000,0.9461,0.9463,0.9434,0.9434,4
EURUSD,20010103,182100,0.9431,0.9431,0.9410,0.9410,4
EURUSD,20010103,182200,0.9395,0.9395,0.9391,0.9391,4
EURUSD,20010103,182300,0.9391,0.9391,0.9382,0.9383,4
EURUSD,20010103,182400,0.9382,0.9387,0.9382,0.9386,4
EURUSD,20010103,182500,0.9385,0.9387,0.9385,0.9387,4
EURUSD,20010103,182600,0.9388,0.9397,0.9388,0.9397,4
EURUSD,20010103,182700,0.9398,0.9408,0.9398,0.9406,4
EURUSD,20010103,182800,0.9407,0.9410,0.9407,0.9408,4
EURUSD,20010103,182900,0.9409,0.9410,0.9405,0.9405,4
EURUSD,20010103,183000,0.9406,0.9406,0.9398,0.9398,4
EURUSD,20010103,183100,0.9399,0.9402,0.9399,0.9402,4
EURUSD,20010103,183200,0.9403,0.9405,0.9402,0.9405,4
EURUSD,20010103,183300,0.9408,0.9418,0.9406,0.9406,4
EURUSD,20010103,183400,0.9404,0.9412,0.9404,0.9409,4
EURUSD,20010103,183500,0.9408,0.9408,0.9404,0.9404,4
EURUSD,20010103,183600,0.9403,0.9404,0.9402,0.9404,4
EURUSD,20010103,183700,0.9404,0.9406,0.9401,0.9406,4
EURUSD,20010103,183800,0.9407,0.9410,0.9406,0.9410,4
EURUSD,20010103,183900,0.9409,0.9410,0.9397,0.9398,4
EURUSD,20010103,184000,0.9398,0.9398,0.9391,0.9391,4
EURUSD,20010103,184100,0.9390,0.9390,0.9381,0.9381,4
EURUSD,20010103,184200,0.9380,0.9383,0.9380,0.9383,4
EURUSD,20010103,184300,0.9382,0.9383,0.9376,0.9376,4
EURUSD,20010103,184400,0.9376,0.9376,0.9363,0.9363,4
EURUSD,20010103,184500,0.9364,0.9364,0.9352,0.9352,4
EURUSD,20010103,184600,0.9350,0.9351,0.9343,0.9343,4
EURUSD,20010103,184700,0.9344,0.9347,0.9343,0.9347,4
EURUSD,20010103,184800,0.9347,0.9354,0.9347,0.9354,4
EURUSD,20010103,184900,0.9355,0.9360,0.9355,0.9360,4
EURUSD,20010103,185000,0.9360,0.9360,0.9349,0.9349,4
EURUSD,20010103,185100,0.9349,0.9349,0.9346,0.9346,4
EURUSD,20010103,185200,0.9345,0.9348,0.9344,0.9348,4
EURUSD,20010103,185300,0.9348,0.9348,0.9345,0.9345,4
EURUSD,20010103,185400,0.9345,0.9345,0.9342,0.9343,4
EURUSD,20010103,185500,0.9343,0.9346,0.9343,0.9346,4
EURUSD,20010103,185600,0.9345,0.9348,0.9345,0.9348,4
EURUSD,20010103,185700,0.9348,0.9348,0.9346,0.9348,4
EURUSD,20010103,185800,0.9347,0.9347,0.9338,0.9339,4
EURUSD,20010103,185900,0.9341,0.9341,0.9337,0.9340,4
EURUSD,20010103,190000,0.9341,0.9341,0.9331,0.9331,4
EURUSD,20010103,190100,0.9330,0.9335,0.9330,0.9335,4
EURUSD,20010103,190200,0.9336,0.9337,0.9331,0.9331,4
EURUSD,20010103,190300,0.9331,0.9332,0.9330,0.9332,4
EURUSD,20010103,190400,0.9332,0.9335,0.9331,0.9334,4
EURUSD,20010103,190500,0.9339,0.9343,0.9339,0.9343,4
EURUSD,20010103,190600,0.9348,0.9353,0.9348,0.9352,4
EURUSD,20010103,190700,0.9355,0.9355,0.9354,0.9354,4
EURUSD,20010103,190800,0.9353,0.9353,0.9352,0.9352,4
EURUSD,20010103,190900,0.9351,0.9351,0.9345,0.9345,4
EURUSD,20010103,191000,0.9346,0.9346,0.9345,0.9346,4
EURUSD,20010103,191100,0.9346,0.9347,0.9346,0.9347,4
EURUSD,20010103,191300,0.9348,0.9348,0.9348,0.9348,4
EURUSD,20010103,191400,0.9347,0.9347,0.9347,0.9347,4
EURUSD,20010103,191500,0.9346,0.9347,0.9346,0.9347,4
EURUSD,20010103,191600,0.9347,0.9347,0.9345,0.9345,4
EURUSD,20010103,191700,0.9344,0.9344,0.9340,0.9340,4
EURUSD,20010103,191800,0.9341,0.9345,0.9341,0.9345,4
EURUSD,20010103,191900,0.9344,0.9344,0.9341,0.9341,4
EURUSD,20010103,192000,0.9340,0.9340,0.9337,0.9337,4
EURUSD,20010103,192100,0.9336,0.9336,0.9336,0.9336,4
EURUSD,20010103,192200,0.9337,0.9338,0.9337,0.9337,4
EURUSD,20010103,192300,0.9336,0.9336,0.9333,0.9333,4
EURUSD,20010103,192400,0.9332,0.9332,0.9320,0.9325,4
EURUSD,20010103,192500,0.9323,0.9323,0.9307,0.9307,4
EURUSD,20010103,192600,0.9308,0.9308,0.9307,0.9307,4
EURUSD,20010103,192700,0.9308,0.9308,0.9306,0.9308,4
EURUSD,20010103,192800,0.9304,0.9306,0.9304,0.9304,4
EURUSD,20010103,192900,0.9304,0.9307,0.9303,0.9307,4
EURUSD,20010103,193000,0.9308,0.9308,0.9305,0.9308,4
